"UniProt_ID"	"GENE_ID"	"Gene_Name"	"Gene_products"
"Q54EM4"	"DDB_G0291450"	"DDB_G0291450"	""
"Q54EM5"	"DDB_G0291448"	"cyp519D1"	"cytochrome P450 family protein"
"Q54EM6"	"DDB_G0291446"	"DDB_G0291446"	""
"Q54EM7"	"DDB_G0291444"	"DDB_G0291444"	""
"Q54EM8"	"DDB_G0291442"	"DDB_G0291442"	""
"Q54EN1"	"DDB_G0291440"	"coq6"	"monooxygenase"
"Q54EN2"	"DDB_G0291438"	"nol6"	"U3 snoRNP protein, U3 small nucleolar ribonucleoprotein, Nrap family protein"
"Q54EN3"	"DDB_G0291436"	"DDB_G0291436"	"Dehydrodolichyl diphosphate synthetase"
"Q54EN4"	"DDB_G0291434"	"pdi2"	"protein disulfide isomerase"
"Q54EN5"	"DDB_G0291432"	"DDB_G0291432"	""
"Q54EN6"	"DDB_G0291430"	"DDB_G0291430"	""
"Q54EN7"	"DDB_G0291428"	"DDB_G0291428"	"paramecium surface antigen repeat-containing protein"
"Q54EN8"	"DDB_G0291426"	"DDB_G0291426"	""
"Q54EN9"	"DDB_G0291424"	"DDB_G0291424"	"Transcription factor SKN7"
"Q54EP3"	"DDB_G0291662"	"pop5"	"RNase P protein subunit, RNase MRP protein subunit"
"Q54EP4"	"DDB_G0291418"	"DDB_G0291418"	""
"Q54EP5"	"DDB_G0291416"	"DDB_G0291416"	""
"Q54EP6"	"DDB_G0291414"	"DDB_G0291414"	""
"Q54EP7"	"DDB_G0291412"	"srp72"	"signal recognition particle 72 kDa subunit"
"Q54EP8"	"DDB_G0291410"	"DDB_G0291410"	""
"Q54EP9"	"DDB_G0291408"	"DDB_G0291408"	""
"Q54EQ0"	"DDB_G0291406"	"DDB_G0291406"	""
"Q54EQ1"	"DDB_G0291404"	"eif3K"	"eukaryotic translation initiation factor 3 (eIF3) subunit K"
"Q54EQ2"	"DDB_G0291402"	"DDB_G0291402"	"Osteoclast-stimulating factor 1"
"Q54EQ3"	"DDB_G0291400"	"DDB_G0291400"	"mitochondrial substrate carrier family protein"
"Q54EQ6"	"DDB_G0291394"	"DDB_G0291394"	"Putative lipase YJR107W"
"Q54EQ7"	"DDB_G0291392"	"DDB_G0291392"	"unknown"
"Q54EQ8"	"DDB_G0291390"	"nup98"	"putative nucleoporin 98, putative nucleoporin 96, putative Nup98-Nup96 precurser"
"Q54EQ9"	"DDB_G0291608"	"DDB_G0291608"	""
"Q54ER0"	"DDB_G0291388"	"DDB_G0291388"	""
"Q54ER1"	"DDB_G0291386"	"DDB_G0291386"	"RNA recognition motif RNP-1 domain-containing protein"
"Q54ER2"	"DDB_G0291384"	"DDB_G0291384"	"putative CorA family magnesium ion transporterr"
"Q54ER3"	"DDB_G0291382"	"DDB_G0291382"	""
"Q54ER4"	"DDB_G0291380"	"atr1"	"ATR family protein kinase Atr1"
"Q54ER5"	"DDB_G0291378"	"forJ"	"formin homology domain-containing protein"
"Q54ER6"	"DDB_G0291376"	"adi1"	"ARD/ARD' family protein, acireductone dioxygenase 1"
"Q54ER7"	"DDB_G0291225"	"cct7"	"chaperonin containing TCP1 eta subunit"
"Q54ER8"	"DDB_G0291374"	"DDB_G0291374"	"transmembrane protein"
"Q54ER9"	"DDB_G0291372"	"dimB"	"putative basic-leucine zipper (bZIP) transcription factor"
"Q54ES0"	"DDB_G0291370"	"DDB_G0291370"	"phosphatidylinositol 3-kinase-related protein kinase"
"Q54ES2"	"DDB_G0291658"	"DDB_G0291658"	"unknown"
"Q54ES3"	"DDB_G0291368"	"serB"	"phosphoserine phosphatase"
"Q54ES4"	"DDB_G0291366"	"DDB_G0291366"	"peroxiredoxin-like protein, thioredoxin family protein"
"Q54ES5"	"DDB_G0291364"	"DDB_G0291364"	""
"Q54ES6"	"DDB_G0291362"	"rpc19"	"putative RNA polymerase III subunit, putative RNA polymerase I subunit"
"Q54ES7"	"DDB_G0291360"	"dus4l"	"tRNA-dihydrouridine synthase 4-like protein"
"Q54ES8"	"DDB_G0291656"	"ykt6"	"longin domain-containing protein, v-SNARE family protein"
"Q54ES9"	"DDB_G0291358"	"cct2"	"chaperonin containing TCP1 beta subunit"
"Q54ET0"	"DDB_G0291356"	"grlE"	"GABA receptor GrlE"
"Q54ET1"	"DDB_G0291354"	"DDB_G0291354"	""
"Q54ET2"	"DDB_G0291352"	"psenA"	"presenilin A"
"Q54ET3"	"DDB_G0291350"	"DDB_G0291350"	"NAK family protein kinase DDB_G0291350"
"Q54ET4"	"DDB_G0291348"	"DDB_G0291348"	"fungal transcriptional regulatory protein, N-terminal domain-containing protein, putative zinc cluster transcription factor"
"Q54ET5"	"DDB_G0291346"	"mleuS"	"leucyl-tRNA synthetase, leucine-tRNA ligase, leucyl-tRNA synthetase, mitochondrial, leucine-tRNA ligase, mitochondrial"
"Q54ET6"	"DDB_G0291229"	"abpF"	"actin binding protein F"
"Q54ET7"	"DDB_G0291344"	"DDB_G0291344"	"putative cholinesterase, carboxylesterase, type B family protein"
"Q54ET8"	"DDB_G0291342"	"tacA"	"transcription factor TacA"
"Q54ET9"	"DDB_G0291654"	"DDB_G0291654"	""
"Q54EU0"	"DDB_G0291340"	"DDB_G0291340"	""
"Q54EU1"	"DDB_G0291338"	"DDB_G0291338"	"UPF0660 protein YHR100C, mitochondrial"
"Q54EU2"	"DDB_G0291336"	"DDB_G0291336"	""
"Q54EU3"	"DDB_G0291334"	"DDB_G0291334"	""
"Q54EU4"	"DDB_G0291332"	"DDB_G0291332"	"Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase"
"Q54EU5"	"DDB_G0291330"	"kctd9"	"BTB/POZ domain-containing protein, potassium channel tetramerization domain-containing protein"
"Q54EU6"	"DDB_G0291328"	"DDB_G0291328"	"Exosome complex exonuclease RRP41"
"Q54EU7"	"DDB_G0291326"	"DDB_G0291326"	""
"Q54EU8"	"DDB_G0291324"	"DDB_G0291324"	""
"Q54EU9"	"DDB_G0291322"	"DDB_G0291322"	""
"Q54EV0"	"DDB_G0291320"	"pop1"	"RNase P protein subunit, RNase MRP protein subunit"
"Q54EV2"	"DDB_G0291316"	"DDB_G0291316"	""
"Q54EV3"	"DDB_G0291314"	"DDB_G0291314"	"disaggregase Hsp101"
"Q54EV4"	"DDB_G0291312"	"mcfA"	"mitochondrial substrate carrier family protein A"
"Q54EV5"	"DDB_G0291310"	"DDB_G0291310"	"Exosome complex exonuclease RRP4"
"Q54EV6"	"DDB_G0291308"	"DDB_G0291308"	""
"Q54EV7"	"DDB_G0291306"	"xpo1"	"exportin 1, chromosome region maintenance protein 1"
"Q54EW0"	"DDB_G0291303"	"frmA"	"FERM domain-containing protein FrmA"
"Q54EW1"	"DDB_G0291652"	"shmt2"	"serine hydroxymethyltransferase 2"
"Q54EW2"	"DDB_G0291301"	"DDB_G0291301"	"amine oxidase (flavin-containing), putative sarcosine oxidase, putative L-amino acid oxidase"
"Q54EW3"	"DDB_G0291650"	"DDB_G0291650"	"importin subunit beta-3"
"Q54EW4"	"DDB_G0291299"	"DDB_G0291299"	"Probable O-sialoglycoprotein endopeptidase 2"
"Q54EW8"	"DDB_G0291648"	"lpd"	"dihydrolipoamide:NAD oxidoreductase, dihydrolipoyl dehydrogenase, dihydrolipoamide dehydrogenase, glycine cleavage system L-protein"
"Q54EW9"	"DDB_G0291293"	"rabU"	"Rab GTPase"
"Q54EX0"	"DDB_G0291291"	"ecmF"	"cellulose-binding domain-containing protein EcmF"
"Q54EX2"	"DDB_G0291289"	"DDB_G0291289"	""
"Q54EX3"	"DDB_G0291287"	"tmem184D"	"transmembrane protein 184D"
"Q54EX4"	"DDB_G0291285"	"DDB_G0291285"	"Centromere protein I"
"Q54EX5"	"DDB_G0291283"	"sptB"	"serine C-palmitoyltransferase subunit 2"
"Q54EX6"	"DDB_G0291241"	"gnt2"	"glycosyltransferase Gnt2"
"Q54EX7"	"DDB_G0291281"	"DDB_G0291281"	""
"Q54EX8"	"DDB_G0291279"	"DDB_G0291279"	"major facilitator superfamily protein"
"Q54EX9"	"DDB_G0291277"	"DDB_G0291277"	""
"Q54EY0"	"DDB_G0291275"	"mcln"	"mucolipin"
"Q54EY1"	"DDB_G0291273"	"dtd"	"D-tyrosyl-tRNA(Tyr) deacylase"
"Q54EY2"	"DDB_G0291271"	"eif2b2"	"translation initiation factor eIF-2B beta subunit"
"Q54EY3"	"DDB_G0291269"	"spg1"	"small GTPase"
"Q54EY4"	"DDB_G0291267"	"dst3"	"STE20 family protein kinase Dst3"
"Q54EY5"	"DDB_G0291251"	"limD"	"LIM-type zinc finger-containing protein"
"Q54EY7"	"DDB_G0291265"	"gloA"	"lactoylglutathione lyase, glyoxylase I"
"Q54EY8"	"DDB_G0291263"	"DDB_G0291263"	""
"Q54EY9"	"DDB_G0291261"	"DDB_G0291261"	"putative thiol-disulphide oxidoreductase DCC family protein"
"Q54EZ0"	"DDB_G0291259"	"DDB_G0291259"	"UBX domain-containing protein 16"
"Q54F00"	"DDB_G0291199"	"ube2t"	"ubiquitin-conjugating enzyme E2 T"
"Q54F01"	"DDB_G0291205"	"DDB_G0291205"	""
"Q54F03"	"DDB_G0291203"	"DDB_G0291203"	"transmembrane protein"
"Q54F04"	"DDB_G0291201"	"ctrC"	"putative cationic amino acid transporter, solute carrier family 7 member protein"
"Q54F05"	"DDB_G0291183"	"dhx8"	"DEAD/DEAH box helicase, putative RNA splicing factor"
"Q54F06"	"DDB_G0291181"	"DDB_G0291181"	""
"Q54F07"	"DDB_G0291179"	"metK"	"S-adenosylmethionine synthetase"
"Q54F08"	"DDB_G0291177"	"tspE"	"tetraspanin family protein"
"Q54F09"	"DDB_G0291175"	"DDB_G0291175"	""
"Q54F10"	"DDB_G0291173"	"ndufv2"	"NADH dehydrogenase (ubiquinone), NADH-ubiquinone oxidoreductase 24 kDa subunit"
"Q54F11"	"DDB_G0291197"	"hbx3"	"homeobox transcription factor Hbx3"
"Q54F12"	"DDB_G0291195"	"DDB_G0291195"	"Putative nicotinamide N-methyltransferase"
"Q54F13"	"DDB_G0291171"	"DDB_G0291171"	""
"Q54F14"	"DDB_G0291169"	"DDB_G0291169"	""
"Q54F15"	"DDB_G0291193"	"nubpl"	"Mrp/NBP35 family protein"
"Q54F16"	"DDB_G0291191"	"DDB_G0291191"	"cysteine protease"
"Q54F17"	"DDB_G0291189"	"DDB_G0291189"	""
"Q54F18"	"DDB_G0291167"	"DDB_G0291167"	""
"Q54F19"	"DDB_G0291165"	"DDB_G0291165"	""
"Q54F20"	"DDB_G0291163"	"nup155"	"nucleoporin 155"
"Q54F23"	"DDB_G0291161"	"mroh1"	"HEAT repeat-containing protein 7A ortholog"
"Q54F24"	"DDB_G0291159"	"DDB_G0291159"	""
"Q54F25"	"DDB_G0291157"	"cln3"	"Battenin ortholog"
"Q54F26"	"DDB_G0291155"	"DDB_G0291155"	"RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM"
"Q54F29"	"DDB_G0291151"	"DDB_G0291151"	""
"Q54F30"	"DDB_G0291149"	"DDB_G0291149"	"nuclear prelamin A recognition factor-like protein, iron hydrogenase domain-containing protein"
"Q54F31"	"DDB_G0291147"	"DDB_G0291147"	""
"Q54F32"	"DDB_G0291145"	"msrB"	"peptide methionine sulfoxide reductase, peptide-methionine (R)-S-oxide reductase"
"Q54F34"	"DDB_G0291141"	"zntD"	"putative zinc transporter D"
"Q54F35"	"DDB_G0291139"	"DDB_G0291139"	""
"Q54F36"	"DDB_G0291137"	"lyC2"	"lysozyme C family protein 2"
"Q54F37"	"DDB_G0291187"	"DDB_G0291187"	"glutathione gamma-glutamylcysteinyltransferase"
"Q54F38"	"DDB_G0291185"	"H3v1"	"histone H3 domain-containing protein"
"Q54F39"	"DDB_G0291135"	"DDB_G0291135"	""
"Q54F40"	"DDB_G0291133"	"DDB_G0291133"	"WEE family protein kinase DDB_G0291133"
"Q54F41"	"DDB_G0291131"	"DDB_G0291131"	"SH3 domain-containing kinase-binding protein 1"
"Q54F42"	"DDB_G0291129"	"ndufa6"	"NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 6"
"Q54F44"	"DDB_G0291117"	"noxC"	"superoxide-generating NADPH oxidase flavocytochrome C"
"Q54F45"	"DDB_G0291119"	"DDB_G0291119"	""
"Q54F46"	"DDB_G0291075"	"warA"	"homeobox transcription factor WarA"
"Q54F47"	"DDB_G0291105"	"cyp513C1"	"cytochrome P450 family protein"
"Q54F48"	"DDB_G0291115"	"DDB_G0291115"	"RasGTPase-activating protein, vacuolar sorting protein 9 domain-containing protein"
"Q54F49"	"DDB_G0291103"	"DDB_G0291103"	""
"Q54F50"	"DDB_G0291101"	"DDB_G0291101"	""
"Q54F51"	"DDB_G0291099"	"DDB_G0291099"	"Protein misato homolog 1"
"Q54F52"	"DDB_G0291113"	"aplM"	"amoebapore-like protein M"
"Q54F53"	"DDB_G0291097"	"vps33"	"Sec1-like family protein"
"Q54F54"	"DDB_G0291095"	"grlP"	"G-protein-coupled receptor (GPCR) family 3 protein 15"
"Q54F55"	"DDB_G0291093"	"pikH"	"PI3kinase, Phosphatidylinositol 3-kinase"
"Q54F56"	"DDB_G0291111"	"DDB_G0291111"	""
"Q54F59"	"DDB_G0291091"	"mapbpip"	"putative mitogen-activated protein binding protein interacting protein"
"Q54F60"	"DDB_G0291089"	"DDB_G0291089"	""
"Q54F61"	"DDB_G0291109"	"DDB_G0291109"	""
"Q54F64"	"DDB_G0291085"	"gxcE"	"pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein"
"Q54F65"	"DDB_G0291083"	"DDB_G0291083"	""
"Q54F66"	"DDB_G0291107"	"DDB_G0291107"	"Uncharacterized membrane protein YDR090C"
"Q54F67"	"DDB_G0291073"	"DDB_G0291073"	""
"Q54F68"	"DDB_G0291071"	"DDB_G0291071"	""
"Q54F71"	"DDB_G0291065"	"DDB_G0291065"	""
"Q54F72"	"DDB_G0291033"	"DDB_G0291033"	""
"Q54F73"	"DDB_G0291031"	"ccs"	"copper chaperone for superoxide dismutase"
"Q54F74"	"DDB_G0291029"	"DDB_G0291029"	"sulfate adenylyltransferase, adenylylsulfate kinase"
"Q54F75"	"DDB_G0291045"	"DDB_G0291045"	""
"Q54F76"	"DDB_G0291027"	"DDB_G0291027"	""
"Q54F77"	"DDB_G0291025"	"DDB_G0291025"	""
"Q54F78"	"DDB_G0291063"	"thoc2"	"putative THO2 protein"
"Q54F79"	"DDB_G0291023"	"trafO"	"TNF receptor-associated factor O"
"Q54F80"	"DDB_G0291021"	"gacD"	"RhoGAP domain-containing protein"
"Q54F82"	"DDB_G0291019"	"DDB_G0291019"	""
"Q54F84"	"DDB_G0291015"	"DDB_G0291015"	"putative small nuclear ribonucleoparticle-associated protein, LSM (like-Sm) domain-containing protein"
"Q54F85"	"DDB_G0291013"	"DDB_G0291013"	""
"Q54F86"	"DDB_G0291011"	"DDB_G0291011"	""
"Q54F87"	"DDB_G0291009"	"arpin"	"Arp2/3 inhibitory protein"
"Q54F88"	"DDB_G0291007"	"gxcK"	"pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein"
"Q54F89"	"DDB_G0291005"	"DDB_G0291005"	""
"Q54F90"	"DDB_G0291003"	"DDB_G0291003"	"Protein DOA1"
"Q54F91"	"DDB_G0291001"	"DDB_G0291001"	""
"Q54F92"	"DDB_G0290999"	"DDB_G0290999"	""
"Q54F93"	"DDB_G0290997"	"mppA2"	"mitochondrial processing peptidase alpha subunit, peptidase M16 family protein"
"Q54F94"	"DDB_G0291061"	"DDB_G0291061"	""
"Q54F95"	"DDB_G0290995"	"DDB_G0290995"	"Stomatin-like protein 3"
"Q54F96"	"DDB_G0290993"	"DDB_G0290993"	""
"Q54F97"	"DDB_G0290991"	"DDB_G0290991"	""
"Q54F99"	"DDB_G0290989"	"DDB_G0290989"	""
"Q54FA0"	"DDB_G0290987"	"pus1"	"tRNA pseudouridylate synthase"
"Q54FA1"	"DDB_G0290985"	"DDB_G0290985"	""
"Q54FA3"	"DDB_G0290983"	"DDB_G0290983"	"ankyrin repeat-containing protein, cyclin-like F-box containing protein, C2 calcium-dependent membrane targeting domain-containing protein"
"Q54FA6"	"DDB_G0290977"	"DDB_G0290977"	""
"Q54FA7"	"DDB_G0291059"	"DDB_G0291059"	"ankyrin repeat-containing protein, K homology  (KH), type 1 domain containing-protein"
"Q54FA8"	"DDB_G0291037"	"rpb6"	"RNA polymerase II core subunit, RNA polymerase I core subunit, RNA polymerase III core subunit"
"Q54FA9"	"DDB_G0291057"	"DDB_G0291057"	""
"Q54FB0"	"DDB_G0291055"	"DDB_G0291055"	"SFT2 family protein, putative vesicle transport protein"
"Q54FB1"	"DDB_G0290959"	"chtC"	"cheater C"
"Q54FB4"	"DDB_G0290975"	"DDB_G0290975"	"alpha/beta hydrolase fold-3 domain-containing protein"
"Q54FB6"	"DDB_G0291049"	"ost2"	"dolichyl-diphosphooligosaccharide-protein glycotransferase subunit Ost2"
"Q54FB7"	"DDB_G0291047"	"xdh"	"xanthine dehydrogenase"
"Q54FB8"	"DDB_G0290973"	"DDB_G0290973"	"coiled-coil domain-containing protein"
"Q54FB9"	"DDB_G0290971"	"trafE"	"TNF receptor-associated factor E"
"Q54FC2"	"DDB_G0290969"	"DDB_G0290969"	""
"Q54FC3"	"DDB_G0290967"	"DDB_G0290967"	""
"Q54FC5"	"DDB_G0290965"	"trafM"	"TNF receptor-associated factor M"
"Q54FC8"	"DDB_G0290943"	"pks39"	"putative polyketide synthase, beta-ketoacyl synthase family protein"
"Q54FD2"	"DDB_G0290937"	"pks38"	"putative polyketide synthase, beta-ketoacyl synthase family protein"
"Q54FD5"	"DDB_G0290931"	"trafL"	"TNF receptor-associated factor L"
"Q54FD6"	"DDB_G0290929"	"gtf2b"	"transcription initiation factor IIB"
"Q54FD7"	"DDB_G0290927"	"etfa"	"electron transfer flavoprotein alpha subunit"
"Q54FD8"	"DDB_G0290925"	"psiD"	"PA14 domain-containing protein"
"Q54FD9"	"DDB_G0290923"	"DDB_G0290923"	""
"Q54FE0"	"DDB_G0290921"	"bloc1s6"	"biogenesis of lysosome-related organelles complex 1, subunit 6"
"Q54FE2"	"DDB_G0290947"	"DDB_G0290947"	""
"Q54FE3"	"DDB_G0290919"	"smc5"	"structural maintenance of chromosome protein, AAA ATPase domain-containing protein"
"Q54FE5"	"DDB_G0290915"	"DDB_G0290915"	""
"Q54FE6"	"DDB_G0290913"	"mcfS"	"mitochondrial substrate carrier family protein S"
"Q54FE7"	"DDB_G0290911"	"DDB_G0290911"	""
"Q54FE8"	"DDB_G0290909"	"rpa49"	"putative RNA polymerase I subunit"
"Q54FE9"	"DDB_G0290907"	"DDB_G0290907"	""
"Q54FF0"	"DDB_G0290905"	"DDB_G0290905"	"hssA/2C/7E family protein"
"Q54FF1"	"DDB_G0290903"	"DDB_G0290903"	"hssA/2C/7E family protein"
"Q54FF2"	"DDB_G0290945"	"DDB_G0290945"	"hssA/2C/7E family protein"
"Q54FF3"	"DDB_G0290901"	"gefK"	"Ras guanine nucleotide exchange factor"
"Q54FF4"	"DDB_G0290891"	"gacL"	"RhoGAP domain-containing protein"
"Q54FF5"	"DDB_G0347550"	"DDB_G0347550"	""
"Q54FF6"	"DDB_G0290887"	"DDB_G0290887"	"unknown"
"Q54FF8"	"DDB_G0290885"	"DDB_G0290885"	"unknown"
"Q54FG0"	"DDB_G0290883"	"trafC"	"TNF receptor-associated factor C"
"Q54FG1"	"DDB_G0290881"	"DDB_G0290881"	""
"Q54FG2"	"DDB_G0290879"	"DDB_G0290879"	""
"Q54FG3"	"DDB_G0290877"	"DDB_G0290877"	""
"Q54FG4"	"DDB_G0290875"	"rabP"	"Rab GTPase"
"Q54FG5"	"DDB_G0290873"	"gacJJ"	"pleckstrin homology (PH) domain-containing protein, SH3 domain-containing protein, RhoGAP domain-containing protein"
"Q54FG7"	"DDB_G0290869"	"jcdF"	"transcription factor jumonji, jmjC domain-containing protein"
"Q54FH0"	"DDB_G0290863"	"DDB_G0290863"	""
"Q54FH3"	"DDB_G0290859"	"DDB_G0290859"	"NDR family protein kinase DDB_G0290859"
"Q54FH4"	"DDB_G0290857"	"DDB_G0290857"	""
"Q54FH5"	"DDB_G0290893"	"DDB_G0290893"	""
"Q54FH7"	"DDB_G0290849"	"zmpste24"	"CAAX prenyl protease, zinc metalloproteinase, STE24 endopeptidase"
"Q54FH8"	"DDB_G0290847"	"DDB_G0290847"	""
"Q54FH9"	"DDB_G0290855"	"DDB_G0290855"	""
"Q54FI0"	"DDB_G0290845"	"gcvH2"	"glycine cleavage system H-protein"
"Q54FI2"	"DDB_G0290841"	"DDB_G0290841"	""
"Q54FI3"	"DDB_G0290853"	"stlB"	"polyketide synthase StlB"
"Q54FI4"	"DDB_G0290825"	"chlA"	"flavin-dependent halogenase"
"Q54FI5"	"DDB_G0290823"	"DDB_G0290823"	""
"Q54FI6"	"DDB_G0290821"	"DDB_G0290821"	""
"Q54FI9"	"DDB_G0290837"	"DDB_G0290837"	""
"Q54FJ1"	"DDB_G0290815"	"DDB_G0290815"	""
"Q54FJ5"	"DDB_G0290805"	"DDB_G0290805"	""
"Q54FJ6"	"DDB_G0290835"	"DDB_G0290835"	""
"Q54FJ7"	"DDB_G0290803"	"DDB_G0290803"	""
"Q54FJ8"	"DDB_G0290801"	"DDB_G0290801"	"Transmembrane protein 199"
"Q54FJ9"	"DDB_G0290799"	"DDB_G0290799"	"uncharacterised protein family, carbohydrate kinase-related"
"Q54FK0"	"DDB_G0290797"	"DDB_G0290797"	""
"Q54FK1"	"DDB_G0290795"	"hddc2"	"HD domain-containing protein 2"
"Q54FK2"	"DDB_G0290793"	"rabN2"	"Rab GTPase"
"Q54FK4"	"DDB_G0290833"	"rabK1"	"Rab GTPase"
"Q54FK5"	"DDB_G0290789"	"rabN1"	"Rab GTPase"
"Q54FK7"	"DDB_G0290779"	"rabL"	"GTP binding protein RARE7L, Rab GTPase"
"Q54FK8"	"DDB_G0290829"	"rabM"	"Rab GTPase"
"Q54FL0"	"DDB_G0290787"	"mybO"	"putative myb transcription factor"
"Q54FL1"	"DDB_G0290785"	"DDB_G0290785"	""
"Q54FL2"	"DDB_G0290783"	"rabG2"	"Rab GTPase"
"Q54FL3"	"DDB_G0290781"	"med20"	"putative mediator complex subunit 20"
"Q54FL4"	"DDB_G0290839"	"DDB_G0290839"	""
"Q54FL5"	"DDB_G0290777"	"DDB_G0290777"	""
"Q54FL9"	"DDB_G0290771"	"DDB_G0290771"	"Arf guanyl-nucleotide exchange factor, SEC7-like domain-containing protein"
"Q54FM1"	"DDB_G0290765"	"jcdA"	"transcription factor jumonji, jmjC domain-containing protein, Kame"
"Q54FM3"	"DDB_G0290759"	"eif2b4"	"eIF2B GDP-GTP exchange factor, translation initiation factor eIF2B delta subunit"
"Q54FM4"	"DDB_G0290757"	"dynF"	"dynactin subunit p27"
"Q54FM5"	"DDB_G0290755"	"DDB_G0290755"	"C2 domain-containing protein"
"Q54FM6"	"DDB_G0290753"	"DDB_G0290753"	"C2 domain-containing protein"
"Q54FM7"	"DDB_G0290763"	"DDB_G0290763"	""
"Q54FM9"	"DDB_G0290743"	"cyp514A1"	"cytochrome P450 family protein"
"Q54FN2"	"DDB_G0290737"	"pks34"	"putative polyketide synthase, beta-ketoacyl synthase family protein"
"Q54FN7"	"DDB_G0290729"	"pks33"	"putative polyketide synthase, beta-ketoacyl synthase family protein"
"Q54FN8"	"DDB_G0290727"	"DDB_G0290727"	""
"Q54FN9"	"DDB_G0290725"	"lyrm4"	"LYR motif-containing protein 4"
"Q54FP4"	"DDB_G0290719"	"omt10"	"O-methyltransferase family 2 protein"
"Q54FP8"	"DDB_G0290709"	"pks32"	"putative polyketide synthase, beta-ketoacyl synthase family protein"
"Q54FP9"	"DDB_G0290707"	"cyp514A4"	"cytochrome P450 family protein"
"Q54FQ1"	"DDB_G0290703"	"pks31"	"putative polyketide synthase, beta-ketoacyl synthase family protein"
"Q54FQ2"	"DDB_G0290701"	"pks30"	"putative polyketide synthase, beta-ketoacyl synthase family protein"
"Q54FQ3"	"DDB_G0290699"	"pks29"	"putative polyketide synthase, beta-ketoacyl synthase family protein"
"Q54FQ4"	"DDB_G0290715"	"DDB_G0290715"	"unknown"
"Q54FQ5"	"DDB_G0290695"	"DDB_G0290695"	""
"Q54FQ6"	"DDB_G0290697"	"DDB_G0290697"	""
"Q54FQ8"	"DDB_G0290693"	"eif2b3"	"eukaryotic translation initiation factor 2B, subunit 3 gamma, bacterial transferase hexapeptide repeat-containing protein"
"Q54FQ9"	"DDB_G0290691"	"DDB_G0290691"	""
"Q54FR0"	"DDB_G0290689"	"DDB_G0290689"	"NUDIX hydrolase family protein, dinucleoside polyphosphate hydrolase"
"Q54FR1"	"DDB_G0290485"	"dlrA"	""
"Q54FR2"	"DDB_G0290635"	"DDB_G0290635"	""
"Q54FR3"	"DDB_G0290633"	"DDB_G0290633"	""
"Q54FR4"	"DDB_G0290631"	"DDB_G0290631"	"pmp22 family protein"
"Q54FR5"	"DDB_G0290629"	"DDB_G0290629"	"Ubiquitin-conjugating enzyme E2 O"
"Q54FR6"	"DDB_G0290627"	"DDB_G0290627"	""
"Q54FR7"	"DDB_G0290625"	"DDB_G0290625"	"B-box zinc finger-containing protein/FNIP repeat-containing protein"
"Q54FR8"	"DDB_G0290623"	"DDB_G0290623"	"Zinc phosphodiesterase ELAC protein 2"
"Q54FR9"	"DDB_G0290621"	"DDB_G0290621"	"MLK family protein kinase DDB_G0290621"
"Q54FS0"	"DDB_G0290619"	"DDB_G0290619"	"unknown"
"Q54FS1"	"DDB_G0290639"	"DDB_G0290639"	"FNIP repeat-containing protein"
"Q54FS2"	"DDB_G0290617"	"chtB"	"cheater B"
"Q54FS4"	"DDB_G0290613"	"DDB_G0290613"	""
"Q54FT0"	"DDB_G0290679"	"DDB_G0290679"	""
"Q54FT1"	"DDB_G0290605"	"DDB_G0290605"	"Adiponectin receptor protein 1"
"Q54FT2"	"DDB_G0290603"	"DDB_G0290603"	""
"Q54FT4"	"DDB_G0349321"	"DDB_G0349321"	""
"Q54FT5"	"DDB_G0290599"	"DDB_G0290599"	"unknown"
"Q54FT6"	"DDB_G0290675"	"DDB_G0290675"	"transmembrane protein"
"Q54FT7"	"DDB_G0290673"	"DDB_G0290673"	""
"Q54FT8"	"DDB_G0290597"	"DDB_G0290597"	"RabGAP/TBC domain-containing protein, putative GTPase activating protein (GAP), B-box zinc finger-containing protein"
"Q54FT9"	"DDB_G0290595"	"DDB_G0290595"	""
"Q54FU0"	"DDB_G0290593"	"DDB_G0290593"	"unknown"
"Q54FU1"	"DDB_G0290591"	"DDB_G0290591"	"winged helix DNA-binding domain-containing protein"
"Q54FU2"	"DDB_G0290589"	"DDB_G0290589"	""
"Q54FU3"	"DDB_G0290587"	"DDB_G0290587"	"unknown"
"Q54FU4"	"DDB_G0290637"	"DDB_G0290637"	"unknown"
"Q54FU5"	"DDB_G0290585"	"DDB_G0290585"	""
"Q54FU6"	"DDB_G0290583"	"DDB_G0290583"	""
"Q54FU9"	"DDB_G0290669"	"mcfW"	"mitochondrial substrate carrier family protein W"
"Q54FV0"	"DDB_G0290667"	"DDB_G0290667"	"Leucine-rich repeat-containing protein 34"
"Q54FV1"	"DDB_G0290665"	"gtaX"	"putative GATA-binding transcription factor, GATA zinc finger domain-containing protein 24"
"Q54FV2"	"DDB_G0290579"	"DDB_G0290579"	""
"Q54FV3"	"DDB_G0290663"	"DDB_G0290663"	""
"Q54FV4"	"DDB_G0290645"	"DDB_G0290645"	""
"Q54FV5"	"DDB_G0290577"	"dnase2"	"deoxyribonuclease II"
